"","X","Name","Genre","Platform","Total_Sales","NA_Sales","JP_Sales","PAL_Sales","Other_Sales","Year"
"164",829,"Middle-Earth: Shadow of War","Action","PS4",2.06,0.82,0.0699999999999998,0.84,0.33,2017
"165",5061,"Middle-Earth: Shadow of War","Action","XOne",1.15,0.75,0,0.29,0.11,2017
"166",5297,"Minecraft: Story Mode - Season Two","Adventure","PC",0.02,0,0,0.02,0,2017
"167",5167,"Minecraft: Story Mode - Season Two","Adventure","PS4",0.11,0.09,0,0,0.02,2017
"168",5110,"Minecraft: Story Mode - Season Two","Adventure","XOne",0.27,0.17,0,0.08,0.02,2017
"169",4901,"Mirror's Edge Catalyst","Platform","PC",0.08,0.01,0,0.06,0.01,2016
"170",6544,"Mirror's Edge Catalyst","Platform","PS4",0.42,0.13,0.04,0.19,0.06,2016
"171",4850,"Mirror's Edge Catalyst","Platform","XOne",0.19,0.11,0,0.06,0.02,2016
"172",4687,"Mortal Kombat X","Fighting","PC",0.05,0.01,0,0.04,0,2015
"173",4525,"Mortal Kombat X","Fighting","PS4",3.49,1.94,0,0.94,0.61,2015
"174",731,"Mortal Kombat X","Fighting","XOne",1.76,1.34,0.01,0.23,0.18,2015
"175",4757,"MX vs. ATV Supercross Encore","Sports","PC",0.01,0,0,0.01,0,2015
"176",4675,"MX vs. ATV Supercross Encore","Sports","PS4",0.06,0,0,0.05,0.01,2015
"177",4677,"MX vs. ATV Supercross Encore","Sports","XOne",0.06,0.05,0,0,0.01,2015
"178",5024,"MXGP 2","Racing","PC",0.01,0,0,0.01,0,2016
"179",6557,"MXGP 2","Racing","PS4",0.14,0.05,0.01,0.06,0.02,2016
"180",4888,"MXGP 2","Racing","XOne",0.1,0.07,0,0.02,0.01,2016
"181",760,"NBA 2K16","Sports","PC",0.14,0.05,0.01,0.07,0.01,2015
"182",4523,"NBA 2K16","Sports","PS4",3.98,2.56,0.05,0.66,0.71,2015
"183",4531,"NBA 2K16","Sports","XOne",2.41,2.01,0,0.15,0.25,2015
"184",4973,"NBA 2K17","Sports","PC",0.03,0,0,0.03,0,2016
"185",772,"NBA 2K17","Sports","PS4",3.54,2.28,0.0399999999999998,0.59,0.63,2016
"186",6533,"NBA 2K17","Sports","XOne",2.04,1.7,0.0100000000000002,0.12,0.21,2016
"187",4941,"Need for Speed (2015)","Racing","PC",0.05,0,0,0.05,0,2016
"188",4527,"Need for Speed (2015)","Racing","PS4",2.72,0.59,0.06,1.66,0.41,2015
"189",4558,"Need for Speed (2015)","Racing","XOne",0.74,0.35,0,0.33,0.06,2015
"190",4243,"Need for Speed Rivals","Racing","PC",0.25,0.04,0,0.19,0.02,2013
"191",4197,"Need for Speed Rivals","Racing","PS4",2.17,0.75,0.03,1.04,0.35,2013
"192",671,"Need for Speed Rivals","Racing","XOne",0.72,0.45,0.01,0.19,0.07,2013
"193",5296,"Need for Speed: Payback","Racing","PC",0.02,0,0,0.02,0,2017
"194",5052,"Need for Speed: Payback","Racing","PS4",2.18,0.62,0.04,1.18,0.34,2017
"195",5067,"Need for Speed: Payback","Racing","XOne",0.73,0.42,0,0.24,0.07,2017
"196",4788,"Overwatch","Shooter","PC",0.92,0.37,0,0.48,0.07,2016
"197",4771,"Overwatch","Shooter","PS4",4.54,1.84,0.17,1.8,0.73,2016
"198",4776,"Overwatch","Shooter","XOne",2.72,1.63,0,0.84,0.25,2016
"199",4278,"Payday 2","Shooter","PC",0.05,0.04,0,0,0.01,2013
"200",6501,"Payday 2","Shooter","PS4",0.32,0.12,0.01,0.14,0.05,2015
"201",4606,"Payday 2","Shooter","XOne",0.23,0.14,0,0.07,0.02,2015
"202",4481,"Plants vs Zombies: Garden Warfare","Shooter","PC",0.02,0,0,0.02,0,2014
"203",4355,"Plants vs Zombies: Garden Warfare","Shooter","PS4",0.66,0.24,0.01,0.3,0.11,2014
"204",6460,"Plants vs Zombies: Garden Warfare","Shooter","XOne",0.71,0.39,0.01,0.25,0.06,2014
"205",4935,"Plants vs. Zombies: Garden Warfare 2","Shooter","PC",0.05,0.01,0,0.04,0,2016
"206",4799,"Plants vs. Zombies: Garden Warfare 2","Shooter","PS4",0.63,0.22,0,0.31,0.1,2016
"207",784,"Plants vs. Zombies: Garden Warfare 2","Shooter","XOne",0.88,0.47,0.01,0.32,0.08,2016
"208",4459,"Pro Evolution Soccer 2015","Sports","PC",0.06,0,0,0.06,0,2014
"209",4344,"Pro Evolution Soccer 2015","Sports","PS4",0.76,0.09,0.12,0.45,0.1,2014
"210",4426,"Pro Evolution Soccer 2015","Sports","XOne",0.15,0.04,0,0.1,0.01,2014
"211",6520,"Pro Evolution Soccer 2016","Sports","PC",0.05,0,0.01,0.04,0,2015
"212",6492,"Pro Evolution Soccer 2016","Sports","PS4",0.82,0.14,0.15,0.43,0.1,2015
"213",4642,"Pro Evolution Soccer 2016","Sports","XOne",0.12,0.05,0,0.06,0.01,2015
"214",4971,"Pro Evolution Soccer 2017","Sports","PC",0.03,0,0,0.03,0,2016
"215",787,"Pro Evolution Soccer 2017","Sports","PS4",0.77,0.08,0.19,0.41,0.09,2016
"216",6563,"Pro Evolution Soccer 2017","Sports","XOne",0.1,0.05,0.01,0.03,0.01,2016
"217",5333,"Pro Evolution Soccer 2018","Sports","PC",0.01,0,0,0.01,0,2017
"218",837,"Pro Evolution Soccer 2018","Sports","PS4",0.77,0.12,0.2,0.36,0.09,2017
"219",5163,"Pro Evolution Soccer 2018","Sports","XOne",0.12,0.06,0,0.05,0.01,2017
"220",4635,"Project CARS","Racing","PC",0.13,0,0,0.12,0.01,2015
"221",4543,"Project CARS","Racing","PS4",1.28,0.29,0.04,0.76,0.19,2015
"222",4580,"Project CARS","Racing","XOne",0.41,0.21,0,0.16,0.04,2015
"223",4719,"Ride","Racing","PC",0.03,0,0,0.03,0,2015
"224",6507,"Ride","Racing","PS4",0.24,0.04,0.04,0.13,0.03,2015
"225",4644,"Ride","Racing","XOne",0.11,0.05,0,0.05,0.01,2015
"226",5004,"Ride 2","Racing","PC",0.02,0,0,0.02,0,2016
"227",853,"Ride 2","Racing","PS4",0.18,0.07,0.02,0.06,0.03,2017
"228",5188,"Ride 2","Racing","XOne",0.08,0.06,0,0.01,0.01,2017
"229",4640,"Rocket League","Sports","PC",0.12,0.03,0,0.08,0.01,2015
"230",4778,"Rocket League","Sports","PS4",2.02,0.37,0,1.34,0.31,2016
"231",4781,"Rocket League","Sports","XOne",1.38,0.52,0,0.75,0.11,2016
"232",6540,"Rocksmith 2014","Music","PC",0.7,0.39,0.01,0.24,0.06,2016
"233",4797,"Rocksmith 2014","Music","PS4",0.67,0.38,0,0.17,0.12,2016
"234",4813,"Rocksmith 2014","Music","XOne",0.43,0.31,0,0.08,0.04,2016
"235",4752,"Rugby World Cup 2015","Sports","PC",0.01,0,0,0.01,0,2015
"236",4682,"Rugby World Cup 2015","Sports","PS4",0.06,0,0,0.05,0.01,2015
"237",4728,"Rugby World Cup 2015","Sports","XOne",0.02,0,0,0.02,0,2015
"238",5041,"Sebastien Loeb Rally EVO","Racing","PC",0.01,0,0,0.01,0,2016
"239",4945,"Sebastien Loeb Rally EVO","Racing","PS4",0.05,0,0,0.04,0.01,2016
"240",5033,"Sebastien Loeb Rally EVO","Racing","XOne",0.01,0,0,0.01,0,2016
"241",4506,"Sniper Elite III","Shooter","PC",0.01,0,0,0.01,0,2014
"242",4347,"Sniper Elite III","Shooter","PS4",0.74,0.25,0,0.37,0.12,2014
"243",4379,"Sniper Elite III","Shooter","XOne",0.43,0.27,0,0.12,0.04,2014
"244",4909,"Song of the Deep","Action","PC",0.07,0.06,0,0,0.01,2016
"245",4860,"Song of the Deep","Action","PS4",0.15,0.12,0,0,0.03,2016
"246",4872,"Song of the Deep","Action","XOne",0.13,0.12,0,0,0.01,2016
"247",4414,"South Park: The Stick of Truth","Role-Playing","PC",0.19,0.07,0,0.1,0.02,2014
"248",919,"South Park: The Stick of Truth","Role-Playing","PS4",0.05,0.03,0.01,0,0.01,2018
"249",5589,"South Park: The Stick of Truth","Role-Playing","XOne",0.02,0.02,0,0,0,2018
"250",744,"Star Wars Battlefront (2015)","Shooter","PC",0.51,0.13,0.01,0.33,0.04,2015
"251",4517,"Star Wars Battlefront (2015)","Shooter","PS4",8.03,3.31,0.23,3.19,1.3,2015
"252",4522,"Star Wars Battlefront (2015)","Shooter","XOne",4.15,2.49,0.02,1.26,0.38,2015
"253",6619,"Star Wars Battlefront II (2017)","Shooter","PC",0.05,0.02,0.01,0.02,0,2017
"254",823,"Star Wars Battlefront II (2017)","Shooter","PS4",4.55,1.7,0.13,1.99,0.73,2017
"255",6584,"Star Wars Battlefront II (2017)","Shooter","XOne",1.92,1.15,0.01,0.59,0.17,2017
"256",5251,"Syberia III","Role-Playing","PC",0.04,0.02,0,0.02,0,2017
"257",4943,"Syberia III","Adventure","PS4",0.05,0.04,0,0,0.01,2016
"258",5289,"Syberia III","Adventure","XOne",0.02,0.02,0,0,0,2017
"259",4500,"The Amazing Spider-Man 2 (2014)","Action-Adventure","PC",0.01,0,0,0.01,0,2014
"260",702,"The Amazing Spider-Man 2 (2014)","Action-Adventure","PS4",0.58,0.2,0.0299999999999999,0.26,0.09,2014
"261",4408,"The Amazing Spider-Man 2 (2014)","Action-Adventure","XOne",0.22,0.12,0,0.08,0.02,2014
"262",4427,"The Crew","Racing","PC",0.15,0,0,0.14,0.01,2014
"263",6452,"The Crew","Racing","PS4",1.79,0.44,0.04,1.04,0.27,2014
"264",699,"The Crew","Racing","XOne",0.73,0.32,0.01,0.34,0.06,2014
"265",4734,"The Crew: Wild Run","Racing","PC",0.02,0,0,0.02,0,2015
"266",4632,"The Crew: Wild Run","Racing","PS4",0.14,0,0,0.12,0.02,2015
"267",4729,"The Crew: Wild Run","Racing","XOne",0.02,0,0,0.02,0,2015
"268",5022,"The Dwarves","Role-Playing","PC",0.01,0,0,0.01,0,2016
"269",821,"The Dwarves","Role-Playing","PS4",0.05,0.03,0.01,0,0.01,2016
"270",5003,"The Dwarves","Role-Playing","XOne",0.02,0.02,0,0,0,2016
"271",5233,"The Elder Scrolls Online: Morrowind","MMO","PC",0.05,0.02,0,0.03,0,2017
"272",5116,"The Elder Scrolls Online: Morrowind","MMO","PS4",0.24,0.11,0,0.09,0.04,2017
"273",6609,"The Elder Scrolls Online: Morrowind","MMO","XOne",0.14,0.09,0.01,0.03,0.01,2017
"274",5619,"The Elder Scrolls Online: Summerset","MMO","PC",0.01,0,0,0.01,0,2018
"275",5457,"The Elder Scrolls Online: Summerset","MMO","PS4",0.1,0.08,0,0,0.02,2018
"276",5451,"The Elder Scrolls Online: Summerset","MMO","XOne",0.11,0.09,0,0.01,0.01,2018
"277",4312,"The Sims 4","Simulation","PC",4.1,1.2,0,2.6,0.3,2014
"278",5058,"The Sims 4","Simulation","PS4",1.39,0.44,0.01,0.72,0.22,2017
"279",5066,"The Sims 4","Simulation","XOne",0.73,0.42,0,0.24,0.07,2017
"280",6554,"Titanfall 2","Shooter","PC",0.2,0.06,0.01,0.12,0.01,2016
"281",6535,"Titanfall 2","Shooter","PS4",1.72,0.75,0.07,0.62,0.28,2016
"282",780,"Titanfall 2","Shooter","XOne",1.39,0.88,0.00999999999999979,0.37,0.13,2016
"283",5255,"Tom Clancy's Ghost Recon Wildlands","Shooter","PC",0.04,0,0,0.04,0,2017
"284",6582,"Tom Clancy's Ghost Recon Wildlands","Shooter","PS4",3.12,1.07,0.23,1.35,0.47,2017
"285",5055,"Tom Clancy's Ghost Recon Wildlands","Shooter","XOne",1.61,0.98,0,0.48,0.15,2017
"286",4593,"Tom Clancy's Rainbow Six: Siege","Shooter","PC",0.3,0.18,0,0.09,0.03,2015
"287",6484,"Tom Clancy's Rainbow Six: Siege","Shooter","PS4",4.36,1.29,0.370000000000001,2.06,0.64,2015
"288",4528,"Tom Clancy's Rainbow Six: Siege","Shooter","XOne",2.71,1.62,0,0.84,0.25,2015
"289",4808,"Tom Clancy's The Division","Shooter","PC",0.48,0.26,0,0.18,0.04,2016
"290",771,"Tom Clancy's The Division","Shooter","PS4",4.39,1.49,0.17,2.04,0.69,2016
"291",774,"Tom Clancy's The Division","Shooter","XOne",2.61,1.54,0.0100000000000002,0.82,0.24,2016
"292",5318,"Torment: Tides of Numenera","Role-Playing","PC",0.02,0,0,0.02,0,2017
"293",5321,"Torment: Tides of Numenera","Role-Playing","PS4",0.01,0.01,0,0,0,2017
"294",5345,"Torment: Tides of Numenera","Role-Playing","XOne",0.01,0.01,0,0,0,2017
"295",5023,"TrackMania Turbo","Racing","PC",0.01,0,0,0.01,0,2016
"296",6542,"TrackMania Turbo","Racing","PS4",0.47,0.04,0.00999999999999995,0.35,0.07,2016
"297",4891,"TrackMania Turbo","Racing","XOne",0.1,0.05,0,0.04,0.01,2016
"298",4710,"Transformers: Devastation","Action","PC",0.03,0,0,0.03,0,2015
"299",4604,"Transformers: Devastation","Action","PS4",0.24,0.11,0,0.09,0.04,2015
"300",4628,"Transformers: Devastation","Action","XOne",0.15,0.1,0,0.04,0.01,2015
"301",4711,"Trials Fusion","Misc","PC",0.03,0,0,0.03,0,2015
"302",706,"Trials Fusion","Misc","PS4",0.45,0.13,0.02,0.23,0.07,2014
"303",6506,"Trials Fusion","Racing","XOne",0.25,0.12,0.01,0.1,0.02,2015
"304",4633,"Tropico 5","Simulation","PC",0.14,0.04,0,0.09,0.01,2015
"305",4584,"Tropico 5","Simulation","PS4",0.38,0.07,0.08,0.18,0.05,2015
"306",5015,"Tropico 5","Simulation","XOne",0.02,0.02,0,0,0,2016
"307",5020,"Valentino Rossi: The Game","Racing","PC",0.02,0,0,0.02,0,2016
"308",6559,"Valentino Rossi: The Game","Racing","PS4",0.13,0.05,0.01,0.05,0.02,2016
"309",815,"Valentino Rossi: The Game","Racing","XOne",0.09,0.05,0.01,0.02,0.01,2016
"310",6635,"Vikings: Wolves of Midgard","Action","PC",0.02,0.01,0.01,0,0,2017
"311",874,"Vikings: Wolves of Midgard","Action","PS4",0.06,0.03,0.01,0.01,0.01,2017
"312",6637,"Vikings: Wolves of Midgard","Action","XOne",0.02,0.01,0.01,0,0,2017
"313",703,"Watch Dogs","Action-Adventure","PC",0.51,0.19,0.01,0.27,0.04,2014
"314",4310,"Watch Dogs","Action-Adventure","PS4",4.32,1.4,0.11,2.13,0.68,2014
"315",693,"Watch Dogs","Action-Adventure","XOne",1.66,0.91,0.01,0.59,0.15,2014
"316",4761,"WRC 5: FIA World Rally Championship","Racing","PC",0.01,0,0,0.01,0,2015
"317",4684,"WRC 5: FIA World Rally Championship","Racing","PS4",0.06,0,0,0.05,0.01,2015
"318",6525,"WRC 5: FIA World Rally Championship","Racing","XOne",0.02,0,0.01,0.01,0,2015
"319",6574,"WRC 6","Racing","PC",0.02,0,0.01,0.01,0,2016
"320",6615,"WRC 6","Racing","PS4",0.08,0.03,0.02,0.02,0.01,2017
"321",5265,"WRC 6","Racing","XOne",0.03,0.03,0,0,0,2017
"322",6502,"XCOM 2","Strategy","PC",0.31,0.12,0.01,0.16,0.02,2015
"323",4829,"XCOM 2","Strategy","PS4",0.31,0.16,0,0.1,0.05,2016
"324",4851,"XCOM 2","Strategy","XOne",0.19,0.15,0,0.02,0.02,2016
